,MINE_ID,CURRENT_MINE_NAME,COAL_METAL_IND,CURRENT_MINE_TYPE,CURRENT_MINE_STATUS,CURRENT_STATUS_DT,CURRENT_CONTROLLER_ID,CURRENT_CONTROLLER_NAME,CURRENT_OPERATOR_ID,CURRENT_OPERATOR_NAME,STATE,BOM_STATE_CD,FIPS_CNTY_CD,FIPS_CNTY_NM,CONG_DIST_CD,COMPANY_TYPE,CURRENT_CONTROLLER_BEGIN_DT,DISTRICT,OFFICE_CD,OFFICE_NAME,ASSESS_CTRL_NO,PRIMARY_SIC_CD,PRIMARY_SIC,PRIMARY_SIC_CD_1,PRIMARY_SIC_CD_SFX,SECONDARY_SIC_CD,SECONDARY_SIC,SECONDARY_SIC_CD_1,SECONDARY_SIC_CD_SFX,PRIMARY_CANVASS_CD,PRIMARY_CANVASS,SECONDARY_CANVASS_CD,SECONDARY_CANVASS,CURRENT_103I,CURRENT_103I_DT,PORTABLE_OPERATION,PORTABLE_FIPS_ST_CD,DAYS_PER_WEEK,HOURS_PER_SHIFT,PROD_SHIFTS_PER_DAY,MAINT_SHIFTS_PER_DAY,NO_EMPLOYEES,PART48_TRAINING,LONGITUDE,LATITUDE,AVG_MINE_HEIGHT,MINE_GAS_CATEGORY_CD,METHANE_LIBERATION,NO_PRODUCING_PITS,NO_NONPRODUCING_PITS,NO_TAILING_PONDS,PILLAR_RECOVERY_USED,HIGHWALL_MINER_USED,MULTIPLE_PITS,MINERS_REP_IND,SAFETY_COMMITTEE_IND,MILES_FROM_OFFICE,DIRECTIONS_TO_MINE,NEAREST_TOWN
73192,4502915,#1 Suction Dredge,M,Surface,Abandoned,08/09/1982,M33707,Golden C Corp,L33707,Golden C Corp,WA,45,65,Stevens,5.0,Corporation,04/01/1981,M7,M7611,Boise ID Field Office,,104100.0,Gold Ore,1041.0,0.0,,,,,8.0,Metal,,,,,N,,0,,,,,N,,,,,,,,,N,N,N,N,N,0,,
73193,4502916,Northern Star,M,Surface,Abandoned,08/09/1982,M36783,Northern Star Mining Company,L36783,Northern Star Mining Company,WA,45,65,Stevens,5.0,Other,04/01/1981,M7,M7611,Boise ID Field Office,,104100.0,Gold Ore,1041.0,0.0,,,,,8.0,Metal,,,,,N,,0,,,,,N,,,,,,,,,N,N,N,N,N,0,,
73194,4502917,Star Mountain Mine,M,Underground,Abandoned,03/29/1982,M37370,Precious Metals Extractions,L37370,Precious Metals Extractions,WA,45,47,Okanogan,4.0,Other,05/01/1981,M7,M7611,Boise ID Field Office,,104100.0,Gold Ore,1041.0,0.0,,,,,8.0,Metal,,,,,N,,0,,,,,N,,,,,,,,,N,N,N,N,N,0,,
73236,4502961,Cannon Mine,M,Underground,Abandoned,03/31/1995,M04308,Asamera Resources Inc,L05339,Asamera Minerals (Us) Inc,WA,45,7,Chelan,4.0,Other,02/01/1982,M7,M7611,Boise ID Field Office,450296105578,104100.0,Gold Ore,1041.0,0.0,,,,,8.0,Metal,,,,,N,,0,,,,,N,,,,,,,,,N,N,N,N,N,0,,
73237,4502962,Damon Mill,M,Facility,Abandoned,07/01/1988,M04666,Steve  Sarich,L05772,C S S Management,WA,45,33,King,1.0,Other,03/01/1982,M7,M7641,Kent WA Field Office,,104100.0,Gold Ore,1041.0,0.0,,,,,8.0,Metal,,,,,N,,0,,,,,N,,,,,,,,,N,N,N,N,N,0,,
73238,4502963,Lucky Break Mine,M,Underground,Abandoned,04/02/1986,M35769,Kenneth O.  Jeter,L35769,Lucky Break Mining Company,WA,45,59,Skamania,3.0,Other,04/01/1982,M7,M7641,Kent WA Field Office,,104100.0,Gold Ore,1041.0,0.0,,,,,8.0,Metal,,,,,N,,0,,,,,N,,,,,,,,,N,N,N,N,N,0,,
73240,4502965,Brays Mill,M,Surface,Abandoned,07/09/1990,M04740,Bray Nada R,L09972,Brays Mining & Milling,WA,45,47,Okanogan,4.0,Other,06/01/1982,M7,M7611,Boise ID Field Office,,104100.0,Gold Ore,1041.0,0.0,,,,,8.0,Metal,,,,,N,,0,,,,,N,,,,,,,,,N,N,N,N,N,0,,
73241,4502966,Bray & Sons Open Pit,M,Surface,Abandoned,10/01/1984,M04740,Bray Nada R,L05889,Bray & Sons,WA,45,65,Stevens,5.0,Other,06/01/1982,M7,M7611,Boise ID Field Office,,104100.0,Gold Ore,1041.0,0.0,,,,,8.0,Metal,,,,,N,,0,,,,,N,,,,,,,,,N,N,N,N,N,0,,
73243,4502968,Edna G Placer Mine #1,M,Surface,Abandoned,06/12/1985,M30214,Geason Al,L30214,Al Geason,WA,45,37,Kittitas,4.0,Other,07/01/1982,M7,M7641,Kent WA Field Office,,104100.0,Gold Ore,1041.0,0.0,,,,,8.0,Metal,,,,,N,,0,,,,,N,,,,,,,,,N,N,N,N,N,0,,
73244,4502969,Oro Fino Mine,M,Surface,Abandoned,12/04/1985,M33464,G E Greder,L33464,G E Greder,WA,45,37,Kittitas,4.0,Other,07/01/1982,M7,M7641,Kent WA Field Office,,104100.0,Gold Ore,1041.0,0.0,,,,,8.0,Metal,,,,,N,,0,,,,,N,,,,,,,,,N,N,N,N,N,0,,
73245,4502970,Preston Mine,M,Surface,Abandoned,06/12/1985,M38016,Roy G Sunburg & Boyd Davis,L38016,Roy G Sunburg & Boyd Davis,WA,45,37,Kittitas,4.0,Other,07/01/1982,M7,M7641,Kent WA Field Office,,104100.0,Gold Ore,1041.0,0.0,,,,,8.0,Metal,,,,,N,,0,,,,,N,,,,,,,,,N,N,N,N,N,0,,
73246,4502973,Gold Dike,M,Surface,Abandoned,07/27/1990,M39900,Herdrick David S,L39900,Vulcan Mountain Inc,WA,45,19,Ferry,5.0,Other,09/01/1982,M7,M7611,Boise ID Field Office,,104100.0,Gold Ore,1041.0,0.0,,,,,8.0,Metal,,,,,N,,0,,,,,N,,,,,,,,,N,N,N,N,N,0,,
73281,4503009,South Penn,M,Surface,Abandoned,01/16/1990,M06312,Glamis Gold Ltd,L07941,Chemgold Inc,WA,45,19,Ferry,5.0,Other,08/01/1983,M7,M7611,Boise ID Field Office,,104100.0,Gold Ore,1041.0,0.0,,,,,8.0,Metal,,,,,N,,0,,,,,N,,,,,,,,,N,N,N,N,N,0,,
73286,4503015,DELANO WIND RIVER MINE,M,Underground,Abandoned,03/14/1996,M10240,Richard H  Delano,L13409,Delano Wind River Mine,WA,45,59,Skamania,,Other,02/23/1994,M7,M7641,Kent WA Field Office,450301505529,104100.0,Gold Ore,1041.0,0.0,,,,,8.0,Metal,,,Never Had 103I Status,,N,,5,8.0,1.0,,,N,,,,,,,,0.0,N,N,N,N,N,190,"I-5 to Vancouver, exit 27 to SR14-E.  Take Carson Rd, go thru Carson to M.P. 5.6 mill & office.",Carson
73293,4503022,Morning Glory Mine,M,Surface,Abandoned,05/07/1985,M36486,Morning Glory Mining Company,L36486,Morning Glory Mining Company,WA,45,19,Ferry,5.0,Other,08/01/1984,M7,M7611,Boise ID Field Office,,104100.0,Gold Ore,1041.0,0.0,,,,,8.0,Metal,,,,,N,,0,,,,,N,,,,,,,,,N,N,N,N,N,0,,
73321,4503050,Empire Mine,M,Surface,Abandoned,12/16/1985,M30705,Baker Edward L,L30705,Baker Mines,WA,45,19,Ferry,5.0,Other,05/01/1985,M7,M7611,Boise ID Field Office,,104100.0,Gold Ore,1041.0,0.0,,,,,8.0,Metal,,,,,N,,0,,,,,N,,,,,,,,,N,N,N,N,N,0,,
73399,4503129,D-Reef,M,Underground,Abandoned,08/19/1988,M04308,Asamera Resources Inc,L05339,Asamera Minerals (Us) Inc,WA,45,7,Chelan,4.0,Other,02/01/1987,M7,M7641,Kent WA Field Office,,104100.0,Gold Ore,1041.0,0.0,,,,,8.0,Metal,,,,,N,,0,,,,,N,,,,,,,,,N,N,N,N,N,0,,
73415,4503146,Trina Mine,M,Surface,Abandoned,07/10/1989,M34930,John Mey,L34930,John Mey,WA,45,37,Kittitas,4.0,Other,10/01/1987,M7,M7641,Kent WA Field Office,,104100.0,Gold Ore,1041.0,0.0,,,,,8.0,Metal,,,,,N,,0,,,,,N,,,,,,,,,N,N,N,N,N,0,,
73416,4503147,Chichaco Mill,M,Facility,Abandoned,08/20/1988,M07892,Worth Eldon,L10102,Chichaco Mining Company,WA,45,37,Kittitas,4.0,Other,10/01/1987,M7,M7641,Kent WA Field Office,,104100.0,Gold Ore,1041.0,0.0,,,,,8.0,Metal,,,,,N,,0,,,,,N,,,,,,,,,N,N,N,N,N,0,,
73417,4503148,Kettle River Site,M,Underground,Abandoned,09/29/1992,M06668,Echo Bay Mines Ltd,L09329,Echo Bay Minerals Company,WA,45,19,Ferry,5.0,Corporation,10/01/1987,M7,M7611,Boise ID Field Office,,104100.0,Gold Ore,1041.0,0.0,,,,,8.0,Metal,,,,,N,,0,,,,,N,,,,,,,,,N,N,N,N,N,0,,
73421,4503152,Valentine Mine,M,Surface,Abandoned,07/15/1989,M36273,Mike Strakey Company,L36273,Mike Strakey Company,WA,45,37,Kittitas,4.0,Other,11/01/1987,M7,M7641,Kent WA Field Office,,104100.0,Gold Ore,1041.0,0.0,,,,,8.0,Metal,,,,,N,,0,,,,,N,,,,,,,,,N,N,N,N,N,0,,
73422,4503153,D J Mill,M,Facility,Abandoned,06/01/1989,M32335,Drake Donald J,L32335,D J Milling,WA,45,37,Kittitas,4.0,Other,11/01/1987,M7,M7641,Kent WA Field Office,,104100.0,Gold Ore,1041.0,0.0,,,,,8.0,Metal,,,,,N,,0,,,,,N,,,,,,,,,N,N,N,N,N,0,,
73423,4503154,August 1st Mine,M,Underground,Abandoned,08/20/1988,M07892,Worth Eldon,L10102,Chichaco Mining Company,WA,45,37,Kittitas,4.0,Other,11/01/1987,M7,M7641,Kent WA Field Office,,104100.0,Gold Ore,1041.0,0.0,,,,,8.0,Metal,,,,,N,,0,,,,,N,,,,,,,,,N,N,N,N,N,0,,
73427,4503158,Newland Pit,M,Surface,Abandoned,07/18/1991,M00521,Hanson PLC,L10609,Yakima Concrete & Asphalt Company,WA,45,77,Yakima,4.0,Other,11/14/1988,M7,M7641,Kent WA Field Office,,104100.0,Gold Ore,1041.0,0.0,,,,,8.0,Metal,,,,,N,,0,,,,,N,,,,,,,,,N,N,N,N,N,0,,
73436,4503169,Morning Star,M,Underground,Abandoned,09/22/1988,M36487,Morning Star Mines Inc,L36487,Morning Star Mines Inc,WA,45,19,Ferry,5.0,Other,01/01/1950,M7,M7611,Boise ID Field Office,,104100.0,Gold Ore,1041.0,0.0,,,,,8.0,Metal,,,,,N,,0,,,,,N,,,,,,,,,N,N,N,N,N,0,,
73442,4503176,Glass Mine,M,Underground,Abandoned,03/15/1993,M37624,Raven Hill Mining Incorp,L37624,Raven Hill Mining Incorp,WA,45,51,Pend Oreille,5.0,Corporation,08/01/1988,M7,M7611,Boise ID Field Office,,104100.0,Gold Ore,1041.0,0.0,,,,,8.0,Metal,,,,,N,,0,,,,,N,,,,,,,,,N,N,N,N,N,0,,
73449,4503184,Overlook Mine Site,M,Underground,Abandoned,10/26/1995,M06668,Echo Bay Mines Ltd,L09329,Echo Bay Minerals Company,WA,45,19,Ferry,5.0,Corporation,11/01/1988,M7,M7611,Boise ID Field Office,450318405534,104100.0,Gold Ore,1041.0,0.0,,,,,8.0,Metal,,,,,N,,0,,,,,N,,,,,,,,,N,N,N,N,N,0,,
73456,4503191,Williams Creek Fraction,M,Underground,Abandoned,09/24/1991,M30662,Holter Del L & Lester Bonnet,L30662,B & H Mining Company,WA,45,37,Kittitas,4.0,Other,04/01/1989,M7,M7641,Kent WA Field Office,,104100.0,Gold Ore,1041.0,0.0,,,,,8.0,Metal,,,,,N,,0,,,,,N,,,,,,,,,N,N,N,N,N,0,,
73474,4503211,Silver Bell,M,Underground,Abandoned,12/19/1989,M08669,Koepke Marie,L11202,Silver Bell Mining,WA,45,47,Okanogan,4.0,Other,10/01/1989,M7,M7611,Boise ID Field Office,,104100.0,Gold Ore,1041.0,0.0,,,,,8.0,Metal,,,,,N,,0,,,,,N,,,,,,,,,N,N,N,N,N,0,,
73478,4503216,Quilp Decline,M,Underground,Abandoned,02/11/1991,M00089,Hecla Mining Company,L00049,Hecla Mining Company,WA,45,19,Ferry,5.0,Other,12/01/1989,M7,M7611,Boise ID Field Office,,104100.0,Gold Ore,1041.0,0.0,,,,,8.0,Metal,,,,,N,,0,,,,,N,,,,,,,,,N,N,N,N,N,0,,
73526,4503265,LAMEFOOT MINE SITE,M,Underground,Abandoned,01/01/2001,M06668,Echo Bay Mines Ltd,L09329,Echo Bay Minerals Company,WA,45,19,Ferry,5.0,Corporation,05/01/1992,M7,M7611,Boise ID Field Office,450326505517,104100.0,Gold Ore,1041.0,0.0,,,,,8.0,Metal,,,Never Had 103I Status,,N,,5,8.0,1.0,,,N,,,,,,,,0.0,N,N,N,N,N,200,"10 miles NE of Republic on Hwy 21 N, E of Curlew Park.",
73532,4503271,Key East Pit,M,Surface,Abandoned,12/03/1993,M06668,Echo Bay Mines Ltd,L09329,Echo Bay Minerals Company,WA,45,19,Ferry,5.0,Corporation,07/01/1992,M7,M7611,Boise ID Field Office,,104100.0,Gold Ore,1041.0,0.0,,,,,8.0,Metal,,,,,N,,0,,,,,N,,,,,,,,,N,N,N,N,N,0,,
73533,4503272,Key West Underground,M,Underground,Abandoned,12/20/1994,M06668,Echo Bay Mines Ltd,L09329,Echo Bay Minerals Company,WA,45,19,Ferry,5.0,Corporation,07/01/1992,M7,M7611,Boise ID Field Office,450327205501W8Z,104100.0,Gold Ore,1041.0,0.0,,,,,8.0,Metal,,,,,N,,0,,,,,N,,,,,,,,,N,N,N,N,N,0,,
73537,4503276,D D One,M,Underground,Abandoned,12/30/2011,M10601,Lane A  Griffin,L13872,Diversified Development Company,WA,45,73,Whatcom,2.0,Corporation,08/01/1992,M7,M7641,Kent WA Field Office,000235250,104100.0,Gold Ore,1041.0,0.0,104400.0,Silver Ore,1044.0,0.0,8.0,Metal,8.0,Metal,Never Had 103I Status,,N,,0,,,0.0,,N,122.515,48.769444,,,,,,0.0,N,N,N,N,N,150,Hwy 542 to just past mile post 46 turn left forest service rd 3045 follow to Twin Lakes to locked gate mine 1.5 miles past gate.,Glacier
73544,4503283,Kettle River Mill Site,M,Facility,Active,10/01/2008,M10062,Kinross Gold Corp,0051754,Kinross Gold Corp Kettle River Operations,WA,45,19,Ferry,5.0,Corporation,08/25/2003,M7,M7641,Kent WA Field Office,000349954,104100.0,Gold Ore,1041.0,0.0,,,,,8.0,Metal,,,Never Had 103I Status,,N,,7,12.0,2.0,0.0,55.0,N,118.61694399999999,48.666666,,,,,,1.0,N,N,N,N,N,400,I-90 EAST TO SR-21 NORTH TO REPUBLIC FOLLOW 21 PAST REPUBLIC TURN RT. ONTO FISH HATCHERY RD. APPROX. 3.5 MILES TO MILL AT END OF RD.,Republic
73588,4503327,Delano Wind River Mill,M,Facility,Abandoned,12/20/1995,M10240,Richard H  Delano,L13409,Delano Wind River Mine,WA,45,59,Skamania,3.0,Other,09/01/1994,M7,M7641,Kent WA Field Office,,104100.0,Gold Ore,1041.0,0.0,,,,,8.0,Metal,,,,,N,,0,,,,,N,,,,,,,,,N,N,N,N,N,0,,
73597,4503336,K-2 Mine Site,M,Underground,Abandoned,10/01/2012,M10062,Kinross Gold Corp,0051754,Kinross Gold Corp Kettle River Operations,WA,45,19,Ferry,,Corporation,08/25/2003,M7,M7641,Kent WA Field Office,000262585,104100.0,Gold Ore,1041.0,0.0,104400.0,Silver Ore,1044.0,0.0,8.0,Metal,8.0,Metal,Never Had 103I Status,,N,,0,0.0,0.0,0.0,0.0,N,118.61694399999999,48.666666,,,,,,0.0,Y,N,N,N,Y,240,FROM KENT WA. TO WENATCHEE NORTH HWY 20 TO REPUBLIC WA. FROM REPUBLIC TAKE HWY 21 N TO CURLEW GO W. 3 MILES MINE OF LEFT.,Curlew
73603,4503342,SILVER BELL,M,Underground,Abandoned,07/16/1999,M10902,Lovitt William H,L14268,Wh Lovitt Mining Corp,WA,45,47,Okanogan,4.0,Corporation,10/01/1995,M7,M7611,Boise ID Field Office,,104100.0,Gold Ore,1041.0,0.0,,,,,8.0,Metal,,,Never Had 103I Status,,N,,5,8.0,1.0,,0.0,N,,,,,,,,,N,N,N,N,N,250,,
73781,4503532,Morning Star Mine,M,Underground,Abandoned,08/02/2004,0041501,Anne M  Novakovich,0051122,Brooklyn Mining & Exploration Co LLC,WA,45,19,Ferry,,Sole Proprietor,02/26/2003,M7,M7641,Kent WA Field Office,000016331,104100.0,Gold Ore,1041.0,0.0,,,,,8.0,Metal,,,Never Had 103I Status,,N,,0,0.0,0.0,0.0,0.0,N,,,,,,,,0.0,N,N,N,N,N,320,"One mile south of Danville, WA.  Go east on Lone Ranch Creek Rd, cross railroad tracks, go 0.2 miles turn right on dirt road, go 0.5 miles to mine site.",Danville
73802,4503553,Fountain Head Mine,M,Underground,Abandoned,11/03/2003,M31004,Bill  Snyder,0051647,Fountain Head Company,WA,45,7,Chelan,,Sole Proprietor,09/17/2003,M7,M7641,Kent WA Field Office,,104100.0,Gold Ore,1041.0,0.0,,,,,8.0,Metal,,,Never Had 103I Status,,N,,0,0.0,0.0,0.0,0.0,N,,,,,,,,0.0,N,N,N,N,N,110,"I-90 S to Cle Elem, take Hwy 97 N towards Wenatchee.  1 to 1 1/2 miles past Liberty Rd turn left on USFS Rd #9700-192 1/4 mile turn left to mine.",Liberty
73841,4503592,Swauk Creek Mine,M,Surface,Abandoned,06/30/2008,0058669,Fred G  Masco; James E  Slade,0069983,Liberty Mining & Exploration LLC,WA,45,37,Kittitas,,Other,02/13/2006,M7,M7641,Kent WA Field Office,000159251,104100.0,Gold Ore,1041.0,0.0,,,,,8.0,Metal,,,Never Had 103I Status,,N,,0,0.0,0.0,0.0,0.0,N,,,,,,,,0.0,N,N,N,N,N,120,I-90 East to SR97 North to MP143.,Cle Elum
73861,4503615,Buckhorn Mine,M,Underground,Active,10/01/2008,M10062,Kinross Gold Corp,0075104,Crown Resources-Kettle River Operations,WA,45,47,Okanogan,,Corporation,09/14/2006,M7,M7641,Kent WA Field Office,000347573,104100.0,Gold Ore,1041.0,0.0,,,,,8.0,Metal,,,Never Had 103I Status,,N,,7,12.0,2.0,1.0,76.0,N,118.974722,48.943889,,VI,,,,1.0,N,N,N,N,Y,250,"Kent, WA to Oroville, WA, take Forest Service Road #9480 South to Chesaw, follow road Southeast to Forest Service Road #3575-120 follow to mine site.",Chesaw
73892,4503650,Lovitt Mine,M,Underground,Abandoned,10/01/2012,0079315,Lovitt Resources Inc,0094266,"Lovitt Mining Co., Inc.",WA,45,7,Chelan,,Corporation,08/04/2008,M7,M7641,Kent WA Field Office,,104100.0,Gold Ore,1041.0,0.0,104400.0,Silver Ore,1044.0,0.0,8.0,Metal,8.0,Metal,Never Had 103I Status,,N,,0,0.0,0.0,0.0,0.0,N,120.30861100000001,47.393055,,,,,,0.0,N,N,N,N,N,230,"I-90 to Couer d'Alene, ID., turn North on Hwy. 95, go up to Sandpoint, ID, turn on Route 200, go South-East to Clarks Fork, just past Clarks Fork, go to Mile Marker 60, mine is on the left.",Wenatchee
73966,4503726,"Chic 1, 2, 3",M,Underground,New Mine,04/21/2014,0113021,Bob D  Hopper,0132793,"Preferred Iron of Texas, LLC",WA,45,37,Kittitas,,Other,04/21/2014,M7,M7641,Kent WA Field Office,,104100.0,Gold Ore,1041.0,0.0,,,,,8.0,Metal,,,Never Had 103I Status,,N,,4,8.0,1.0,0.0,3.0,N,,,,VI,,,,0.0,N,N,N,N,N,103,"I-90 East to Exit 85, take Hwy. 970, past the junction w/US97.  Turn right on Liberty Road, go approximately 300 feet to a left turn on gravel road.  Follow gravel road approximately 1/4 mile to mine portals on right. ",Liberty
83051,4801322,Mineral Hill Mine And Mill,M,Underground,Abandoned,04/12/1982,M34307,Hoffman James L,L34307,Hoffman Engineering Corp,WY,48,11,Crook,1.0,Corporation,05/01/1980,M7,M7841,Henderson NV Field Office,,104100.0,Gold Ore,1041.0,0.0,,,,,8.0,Metal,,,,,N,,0,,,,,N,,,,,,,,,N,N,N,N,N,0,,
83178,4801453,Carissa Gold Mines,M,Underground,Abandoned,06/06/1988,M31562,Williams Griff,L31562,Carissa Gold Inc,WY,48,13,Fremont,1.0,Other,05/01/1986,M6,M6831,Green River WY Field Office,,104100.0,Gold Ore,1041.0,0.0,,,,,8.0,Metal,,,,,N,,0,,,,,N,,,,,,,,,N,N,N,N,N,0,,
83188,4801463,Dry Claims Joint Venture,M,Surface,Abandoned,07/07/1987,M32988,Hankim Raymond T S (Terry),L32988,Electro-Win Corp,WY,48,37,Sweetwater,1.0,Corporation,01/01/1987,M6,M6831,Green River WY Field Office,,104100.0,Gold Ore,1041.0,0.0,,,,,8.0,Metal,,,,,N,,0,,,,,N,,,,,,,,,N,N,N,N,N,0,,
83209,4801484,Red Arm Mine,M,Facility,Abandoned,06/14/1988,M08141,Calcitron Resources Corp,L10444,Calcitron Metals Inc,WY,48,37,Sweetwater,1.0,Other,05/01/1988,M6,M6831,Green River WY Field Office,,104100.0,Gold Ore,1041.0,0.0,,,,,8.0,Metal,,,,,N,,0,,,,,N,,,,,,,,,N,N,N,N,N,0,,
83244,4801524,Carissa Mine,M,Underground,Abandoned,08/17/1994,M31563,Geible Dave,L31563,Carissa Mining Corp,WY,48,13,Fremont,1.0,Corporation,04/01/1994,M6,M6831,Green River WY Field Office,,104100.0,Gold Ore,1041.0,0.0,,,,,8.0,Metal,,,,,N,,0,,,,,N,,,,,,,,,N,N,N,N,N,0,,
83261,4801542,GLENROCK SCREEN,M,Facility,Abandoned,03/04/2002,M32042,James  Ellis,L32042,Concrete Construction Inc,WY,48,15,Goshen,1.0,Other,07/01/1997,M6,M6642,Denver CO Field Office,480154205501,104100.0,Gold Ore,1041.0,0.0,,,,,8.0,Metal,,,Never Had 103I Status,,Y,56.0,4,10.0,1.0,,,N,,,,,,,,0.0,N,N,N,N,N,350,,
83490,5000161,Chatam Creek Placer Mine,M,Surface,Abandoned,09/30/1985,M03439,Tweiten Oscar,L04269,Oscar Tweiten,AK,50,14,Yukon River,,Other,05/01/1980,M7,M7641,Kent WA Field Office,,104100.0,Gold Ore,1041.0,0.0,,,,,8.0,Metal,,,,,N,,0,,,,,N,,,,,,,,,N,N,N,N,N,0,,
83496,5000297,Willow Grubstake Gulch,M,Surface,Abandoned,09/12/2000,M36537,William  Mrak,L36537,Mrak Placer Mine Company,AK,50,170,Matanuska-Susitna,1.0,Other,01/01/1950,M7,M7821,Vacaville CA Field Office,,104100.0,Gold Ore,1041.0,0.0,,,,,8.0,Metal,,,,,N,,0,,,,,N,,,,,,,,,N,N,N,N,N,0,,
83497,5000298,Marvel Creek ,M,Surface,Temporarily Idled,10/01/2012,0104177,Mark  Matter,0122672,Marvel Creek Mining Company,AK,50,50,Bethel,,Sole Proprietor,04/23/2012,M7,M7861,Anchorage AK Field Office,,104100.0,Gold Ore,1041.0,0.0,,,,,8.0,Metal,,,Never Had 103I Status,,N,,5,0.0,0.0,0.0,2.0,N,161.755833,60.792221999999995,,,,,,0.0,N,N,N,N,N,0,"Charter aircraft from Bethel.  Marvel Creek landingstrip, 9N 58W Sec5 Seward Meridian Bethel D2 quad.",Bethel
83498,5000301,Nugget Dredging Pit,M,Surface,Abandoned,07/25/1979,M36819,Nugget Mining Company,L36819,Nugget Mining Company,AK,50,12,Seward Peninsula,,Other,01/01/1979,M7,M7000,Western District - Vacaville,,104100.0,Gold Ore,1041.0,0.0,,,,,8.0,Metal,,,,,N,,0,,,,,N,,,,,,,,,N,N,N,N,N,0,,
83499,5000302,Misca Walsh Mine,M,Surface,Abandoned,09/09/1985,M36369,Misca Walsh Mining Company,L36369,Misca Walsh Mining Company,AK,50,14,Yukon River,,Other,01/01/1950,M7,M7641,Kent WA Field Office,,104100.0,Gold Ore,1041.0,0.0,,,,,8.0,Metal,,,,,N,,0,,,,,N,,,,,,,,,N,N,N,N,N,0,,
83500,5000304,Olive Creek Mine,M,Surface,Intermittent,02/29/2012,0103693,Robert  Mau; Jacob D  Eisel,0122090,Buckeye Land and Minerals Inc,AK,50,90,Fairbanks North Star,,Corporation,03/02/2012,M7,M7861,Anchorage AK Field Office,000328810,104100.0,Gold Ore,1041.0,0.0,,,,,8.0,Metal,,,,,N,,5,8.0,1.0,0.0,12.0,N,154.493062,63.588753000000004,,,,,,0.0,N,N,N,N,N,0,"Drive North towards Livengood, turn L on Olive Creek, go towards mine site.",Livengood
83501,5000310,Rhode Island Creek Mine,M,Surface,Abandoned,09/09/1985,M30102,A W Pringle,L30102,A W Pringle,AK,50,14,Yukon River,,Other,06/01/1981,M7,M7641,Kent WA Field Office,,104100.0,Gold Ore,1041.0,0.0,,,,,8.0,Metal,,,,,N,,0,,,,,N,,,,,,,,,N,N,N,N,N,0,,
83502,5000313,Lost Chicken Hill Mine,M,Surface,Abandoned,08/12/1988,M33457,Hanks G A-Harold,L33457,G A Hanks & Sons,AK,50,14,Yukon River,,Other,01/01/1950,M7,M7611,Boise ID Field Office,,104100.0,Gold Ore,1041.0,0.0,,,,,8.0,Metal,,,,,N,,0,,,,,N,,,,,,,,,N,N,N,N,N,0,,
83503,5000315,Jack Wade Creek,M,Surface,Abandoned,05/09/1985,M33578,George Robinson,L33578,George Robinson,AK,50,14,Yukon River,,Other,01/01/1950,M7,M7641,Kent WA Field Office,,104100.0,Gold Ore,1041.0,0.0,,,,,8.0,Metal,,,,,N,,0,,,,,N,,,,,,,,,N,N,N,N,N,0,,
83504,5000316,Long Creek Mine,M,Surface,Abandoned,01/15/1981,M38039,Ruby Mining Company,L38039,Ruby Mining Company,AK,50,14,Yukon River,,Other,01/01/1950,M7,M7000,Western District - Vacaville,,104100.0,Gold Ore,1041.0,0.0,,,,,8.0,Metal,,,,,N,,0,,,,,N,,,,,,,,,N,N,N,N,N,0,,
83505,5000326,The Slim Chance,M,Surface,Abandoned,10/12/2012,0104373,Robert I  Ditman,0122930,Ditman Placer Gold Inc,AK,50,261,Valdez-Cordova,,Corporation,05/09/2012,M7,M7861,Anchorage AK Field Office,,104100.0,Gold Ore,1041.0,0.0,,,,,8.0,Metal,,,Never Had 103I Status,,N,,0,0.0,0.0,0.0,0.0,N,145.685555,61.17694399999999,,,,,,0.0,N,N,N,N,N,0,"Turn South at milepost 19 on the Richardson Hwy.  Take Heidenview subdivision road to Trans-Alaska pipeline.  1/4 mile cross pipeline, proceed to Lowe River.  Follow upstream 1 mi South of milepost 17.5 Richardson Hwy.",Valdez
83506,5000328,Dredge No 5,M,Surface,Abandoned,12/09/1985,M03260,NVF Company,L04357,Alaska Gold Company,AK,50,12,Seward Peninsula,,Other,11/26/1979,M7,M7641,Kent WA Field Office,,104100.0,Gold Ore,1041.0,0.0,,,,,8.0,Metal,,,,,N,,0,,,,,N,,,,,,,,,N,N,N,N,N,0,,
83507,5000330,Jump Creek Mine,M,Surface,Abandoned,08/22/1979,M33397,Fred Weinard,L33397,Fred Weinard,AK,50,12,Seward Peninsula,,Other,01/01/1950,M7,M7000,Western District - Vacaville,,104100.0,Gold Ore,1041.0,0.0,,,,,8.0,Metal,,,,,N,,0,,,,,N,,,,,,,,,N,N,N,N,N,0,,
83511,5000351,Fox Mill,M,Facility,Abandoned,07/11/1988,M04600,Mohawk Oil Company Ltd,L05695,Mohawk Oil & Gas Inc,AK,50,14,Yukon River,,Other,08/28/1981,M7,M7611,Boise ID Field Office,,104100.0,Gold Ore,1041.0,0.0,,,,,8.0,Metal,,,,,N,,0,,,,,N,,,,,,,,,N,N,N,N,N,0,,
