idz,MINE_ID,CURRENT_MINE_NAME,COAL_METAL_IND,CURRENT_MINE_TYPE,CURRENT_MINE_STATUS,CURRENT_STATUS_DT,CURRENT_CONTROLLER_ID,CURRENT_CONTROLLER_NAME,CURRENT_OPERATOR_ID,CURRENT_OPERATOR_NAME,STATE,BOM_STATE_CD,FIPS_CNTY_CD,FIPS_CNTY_NM,CONG_DIST_CD,COMPANY_TYPE,CURRENT_CONTROLLER_BEGIN_DT,DISTRICT,OFFICE_CD,OFFICE_NAME,ASSESS_CTRL_NO,PRIMARY_SIC_CD,PRIMARY_SIC,PRIMARY_SIC_CD_1,PRIMARY_SIC_CD_SFX,SECONDARY_SIC_CD,SECONDARY_SIC,SECONDARY_SIC_CD_1,SECONDARY_SIC_CD_SFX,PRIMARY_CANVASS_CD,PRIMARY_CANVASS,SECONDARY_CANVASS_CD,SECONDARY_CANVASS,CURRENT_103I,CURRENT_103I_DT,PORTABLE_OPERATION,PORTABLE_FIPS_ST_CD,DAYS_PER_WEEK,HOURS_PER_SHIFT,PROD_SHIFTS_PER_DAY,MAINT_SHIFTS_PER_DAY,NO_EMPLOYEES,PART48_TRAINING,LONGITUDE,LATITUDE,AVG_MINE_HEIGHT,MINE_GAS_CATEGORY_CD,METHANE_LIBERATION,NO_PRODUCING_PITS,NO_NONPRODUCING_PITS,NO_TAILING_PONDS,PILLAR_RECOVERY_USED,HIGHWALL_MINER_USED,MULTIPLE_PITS,MINERS_REP_IND,SAFETY_COMMITTEE_IND,MILES_FROM_OFFICE,DIRECTIONS_TO_MINE,NEAREST_TOWN,lon
8236,503208,Ruby Trust Mine,M,Underground,Abandoned,07/25/2011,M05650,David L  Walker,119488,"Walker Ruby Mining Company, Inc.",CO,5,91,Ouray,3,Corporation,01/20/2011,M6,M6642,Denver CO Field Office,254264,104100,Gold Ore,1041,0,,,,,8,Metal,,,Never Had 103I Status,,N,,0,,,,,N,107.671388,38.022777,,,,,,0,N,N,N,N,N,304,Take 6th Ave to I-70. I-70 to C470 S Go West on US 285 S Go South on US 50 to Montrose Go South on US 550 N to Ouray Co take CR 361 west 4.7 miles to CR 26a go 7.9 miles on 26a to entrance of mine,Ouray,-107.671388
42821,2602718,Tonopah Airport Facility,M,Surface,Intermittent,12/23/2012,104379,Dion  Tulk,122933,Solauro Industries Inc,NV,26,23,Nye,,Corporation,05/04/2012,M7,M7841,Henderson NV Field Office,332588,104100,Gold Ore,1041,0,104400,Silver Ore,1044,0,8,Metal,8,Metal,Never Had 103I Status,,N,,5,10,1,1,4,N,117.099603,38.070856,,,,,,0,N,N,N,N,N,245,8.6 miles east of Tonopah Nevada off of HWY 6. Right on Airport Road. Site will be located 1.3 miles from the turn off of HWY 6,Tonopah,-117.099603
66901,4202578,Golden Eagle Mine,M,Surface,Abandoned,11/05/2012,103073,Matthew J  Neher,121230,Greentech Mining Utah LLC,UT,42,17,Garfield,,Other,02/14/2012,M6,M6851,Salt Lake City UT Field Office,,104100,Gold Ore,1041,0,,,,,8,Metal,,,,,N,,0,,,,,N,110.716388,38.360277,,,,,,0,N,N,N,N,N,220,portable,Hanksville,-110.716388
66523,4202188,CRESENT CREEK PROJECT,M,Surface,Intermittent,04/14/2014,103539,Robert O.  Hoggatt; Dusten L.  Heugly,132313,Martinique Mining Corporation,UT,42,17,Garfield,,Corporation,03/24/2014,M6,M6851,Salt Lake City UT Field Office,228668,104100,Gold Ore,1041,0,,,,,8,Metal,,,Never Had 103I Status,,N,,5,8,1,0,2,N,110.712222,38.371111,,,,,,0,N,N,N,N,N,332,"21 miles south of Hanksville, Utah on U-95 south turn west 12 miles gravel road  to May Day Mill - Crescent Creek access Henry Mountains/Bromide Basin - Map - section 34 & 35 T-31-S -R-10 - E.",Hanksville,-110.712222
65452,4200260,DEER TRAIL,M,Underground,Temporarily Idled,02/13/2014,112285,Western Pacific Resources,132033,Western Pacific Resources US,UT,42,31,Piute,,Corporation,02/17/2014,M6,M6851,Salt Lake City UT Field Office,232139,104100,Gold Ore,1041,0,104400,Silver Ore,1044,0,8,Metal,8,Metal,Never Had 103I Status,,N,,5,,,0,4,N,112.249722,38.386944,,VI,,,,0,Y,N,N,N,N,216,I-15 south to I-70 east (Exit #23).  Travel south on US 89 through Marysvale to MP# 177.  Turn right and follow gravel road west approximately 2.2 miles to mine.  Mill located approximately 1/2 mile southeast of mine.,Marysvale,-112.249722
6702,405038,LINCOLN MINE PROJECT,M,Underground,Active,04/03/2013,102771,Sutter Gold Mining Inc,L15671,Sutter Gold Mining Company,CA,4,5,Amador,4,Corporation,01/23/1991,M7,M7821,Vacaville CA Field Office,341581,104100,Gold Ore,1041,0,,,,,8,Metal,,,Never Had 103I Status,,N,,5,10,1,1,25,N,120.816944,38.411389,,VI,,,,0,N,N,N,N,N,65,From the intersection of State HWY 49 and Old HWY 49. Turn left on Old HWY 49 and drive through Amador City. Stay on Old HWY 49 for another approximate 1.5 miles until you reach the Lincoln Mine entrance on the left side of Old HWY 49. Turn left into the Lincoln Mine entrance and follow to the bottom of the hill. Park in the small parking area at the bottom of the hill on the right hand side and sign in.,Amador City,-120.816944
42356,2602235,Esmeralda Mine,M,Surface,Abandoned,02/14/2014,109181,Waterton Global Mining Co LLC,128374,"Waterton Global Mining Company, LLC",NV,26,21,Mineral,,Other,05/20/2013,M7,M7841,Henderson NV Field Office,331880,104100,Gold Ore,1041,0,104400,Silver Ore,1044,0,8,Metal,8,Metal,Never Had 103I Status,,Y,32,0,0,0,0,0,N,118.725556,38.486944,,,,,,0,N,N,N,N,N,300,Approx 4 miles west of Hawthorne on Hwy 395 to Lucky Boy Road.  Right on Lucky Boy Rd for 21 miles to 4-way.  Left at 4-way for 5 miles to mine site.  Follow signs.,Hawthorne,-118.725556
42817,2602714,Pamlico,M,Underground,Abandoned,04/04/2014,103253,Richard Nathan  Merritt,121510,Dick Merritt Construction,NV,26,21,Mineral,,Sole Proprietor,03/01/2012,M7,M7841,Henderson NV Field Office,350137,104100,Gold Ore,1041,0,,,,,8,Metal,,,Never Had 103I Status,,N,,0,0,0,0,0,N,118.620833,38.523056,,,,,,0,N,N,N,N,N,360,Hwy 95 South 10 miles from Hawthorne turn right Garfield Flats Rd. 6 miles over summit road forks right go 2 miles to old stamp mill turn left half mile to mine,Hawthorne,-118.620833
41777,2601655,Borealis Mine,M,Surface,Active,10/01/2013,108181,Gryphon Gold Corporation; Waterton Global Value L P,127133,"Borealis Mining Company, LLC",NV,26,21,Mineral,2,Other,01/30/2013,M7,M7841,Henderson NV Field Office,347177,104100,Gold Ore,1041,0,,,,,8,Metal,,,Never Had 103I Status,,N,,5,8,1,0,45,N,118.624444,38.524722,,,,,,0,N,N,N,N,N,350,"Starting at 420 E 3rd St, Hawthorne, NV head East on 3rd Street to the stop sign, turn right onto NV-359 for approx. 3.7 miles, take a right on Lucky Boy Pass for approx. 1.92 miles, continue on Lucky Boy Rd for 9.3 miles, take a left on NF-026 for approx. 1.3 miles, arrive at main gate on left.",Hawthorne,-118.624444
42660,2602542,GoldWedge,M,Underground,Active,03/19/2014,107563,Scorpio Gold Corporation,126434,"GoldWedge, LLC",NV,26,23,Nye,,Other,12/17/2012,M7,M7841,Henderson NV Field Office,350600,104100,Gold Ore,1041,0,,,,,8,Metal,,,Never Had 103I Status,,N,,5,0,0,0,23,N,117.065,38.536944,,VI,,,,2,N,N,N,N,N,285,Go East out of Tonopah on Hwy 6 to junction with Hwy 376. Turn left (North) to the Manhattan Junction Hwy 377. Turn right and the mine is 6 miles on the left side of the road.,Manhattan,-117.065
42769,2602658,Manhattan Gulch,M,Surface,Active,02/25/2013,C06664,Peter  Abt,P08335,"A.U. Mines, Inc.",NV,26,23,Nye,,Corporation,03/17/2012,M7,M7841,Henderson NV Field Office,340073,104100,Gold Ore,1041,0,,,,,8,Metal,,,Never Had 103I Status,,N,,5,0,0,0,43,N,117.074722,38.538888,,,,,,0,N,N,N,N,N,240,"From Tonopah take US Hwy 6 east, go approx. 5 miles east to State Hwy 376. Go north to mile marker 35, turn right through fence gate and 3 miles east.",Tonopah,-117.074722
8801,503845,Lucky Strike Mine & Mill,M,Underground,NonProducing,03/19/2014,112205,Robert G  Gydesen,131916,Aspen Industrial Inc.,CO,5,51,Gunnison,3,Corporation,01/26/2014,M6,M6642,Denver CO Field Office,,104100,Gold Ore,1041,0,,,,,8,Metal,,,Never Had 103I Status,,N,,5,,,0,5,N,106.864167,38.631111,,VI,,,,0,N,N,N,N,N,194,"6 miles S.E. of Gunnison on Hwy 50, turn right go 5 3/4 - 6 miles, thru 4 gates to site",Gunnison,-106.864167
8675,503695,Cresson Project,M,Surface,Active,11/12/1991,M12971,Anglogold Ltd; Golden Cycle Gold Corp,L17000,Anglogold Ashanti (Colorado) Corp,CO,5,119,Teller,5,Other,09/14/1999,M6,M6642,Denver CO Field Office,349788,104100,Gold Ore,1041,0,104400,Silver Ore,1044,0,8,Metal,8,Metal,Never Had 103I Status,,N,,7,8,3,0,385,N,105.125,38.739166,,,,,,1,N,N,N,N,N,250,Hwy 67 go .8 miles on Cnty Rd 82 to Cnty Rd 83/84. Go SW on Cnty Rd 83 .3 miles to mine access Rd. Go S on mine access Rd .5 miles to plant,Victor,-105.125
9681,504827,Providence Mine,M,Underground,Abandoned,01/29/2014,98613,Shannon P  Murphy; Gary  Nordic,63363,Providence Mining LLC,CO,5,119,Teller,,Other,08/04/2005,M6,M6642,Denver CO Field Office,344967,104100,Gold Ore,1041,0,,,,,8,Metal,,,Never Had 103I Status,,N,,0,,,,,N,105.164444,38.755277,,,,,,0,N,N,N,N,N,135,I-25 to Hwy 24 West turn South on Hwy 67 follow to Cripple Creek mine is located adjacent to Gold King Mountain Inn,Cripple Creek,-105.164444
5556,402459,TIMM MINE,M,Underground,Active,01/29/2014,91933,Cole E  McGowan,108645,"Lamplight, Inc",CA,4,17,El Dorado,,Corporation,02/16/2010,M7,M7821,Vacaville CA Field Office,305477,104100,Gold Ore,1041,0,,,,,8,Metal,,,Never Had 103I Status,,N,,5,8,1,0,3,N,120.794722,38.8225,,VI,,,,0,N,N,N,N,N,220,"I-80 E towards Placerville, HWY 50 left on HWY 49 right onto HWY 193 towards Georgetown turn right on Spanish Flat right on Traverse Creek Road to right on Timm Rd to 7500 Timm Rd.  Call 916-220-6833 wait at gate. ",Garden Valley,-120.794722
6132,404468,Big Seam Mine,M,Underground,Abandoned,05/08/2012,M09197,Richard R  Sykora,L11935,Wildcat Mining LLC,CA,4,61,Placer,,Other,01/01/1990,M7,M7821,Vacaville CA Field Office,242545,104100,Gold Ore,1041,0,,,,,8,Metal,,,Never Had 103I Status,,N,,0,,,0,,N,120.818056,39.020278,,VI,,,,0,N,N,N,N,N,146,"I-80E TO AUBURN, RT ON FORESTHILL DIVIDE RD.",FORESTHILL,-120.818056
41365,2600594,Smoky Valley Common Operations,M,Surface,Active,09/26/1975,M10062,Kinross Gold Corp,L02512,Round Mountain Gold Corporation,NV,26,23,Nye,,Corporation,01/01/1950,M7,M7841,Henderson NV Field Office,348480,104100,Gold Ore,1041,0,,,,,8,Metal,,,Never Had 103I Status,,N,,5,8,1,0,638,N,117.038888,39.028611,,,,,,1,N,N,N,N,N,250,6 MI. N. OF ROUND MOUNTAIN,round mountain,-117.038888
9836,504998,Sandborn Gravel Pit,M,Surface,Intermittent,02/01/2013,80655,MTFE Holdings; HFI LLC,95706,"Miller-HFI, LLC",CO,5,93,Park,,Other,12/10/2013,M6,M6642,Denver CO Field Office,332723,104100,Gold Ore,1041,0,,,,,8,Metal,,,,,N,,6,10,1,0,4,N,105.985277,39.143888,,,,,,0,N,N,N,N,N,79,From Fairplay go North 2 miles on CR-14,Fairplay,-105.985277
5552,402386,Dredge 17,M,Surface,Intermittent,05/29/2013,M14057,Jemco LLC,L18283,Cal Sierra Development Inc,CA,4,115,Yuba,2,Corporation,04/01/2001,M7,M7821,Vacaville CA Field Office,315994,104100,Gold Ore,1041,0,,,,,8,Metal,,,,,N,,4,4,1,0,1,N,121.451667,39.173611,,,,,,0,N,N,N,N,N,100,"7 miles east of Marysville, CA on Hammonton Road",Marysville,-121.451667
9831,504992,Leadville Mill,M,Facility,Temporarily Idled,08/03/2012,104995,SNH Investments LLC; Denver Equity Corp,123552,Union Milling Company,CO,5,65,Lake,,Other,06/22/2012,M6,M6642,Denver CO Field Office,,104100,Gold Ore,1041,0,104400,Silver Ore,1044,0,8,Metal,8,Metal,,,N,,5,,,0,6,N,106.344635,39.205702,,,,,,0,N,N,N,N,N,97,"From downtown Leadville (county courthouse on Harrison St.-which is Hwy 24), South Highway 24 approx. 2.8 miles to mill access road.  North (right turn) on access road approx 600 ft to mill gate.  ",Leadville,-106.344635
42806,2602701,CMDC Mill Site,M,Facility,Abandoned,01/13/2014,101365,William  Colling,119351,Comstock Minerals Development Company,NV,26,19,Lyon,,Corporation,07/15/2011,M7,M7821,Vacaville CA Field Office,312011,104100,Gold Ore,1041,0,,,,,8,Metal,,,Never Had 103I Status,,N,,0,0,0,0,,N,119.657777,39.228611,,,,,,0,N,N,N,N,N,181,I-80 E to 50 98 miles. R on 89. L on 88 L- Industrial Pkwy. L- Stokes. 26 Stokes Drive.Mound House Industrial Park. 26 Stokes Drive.,Mound House,-119.657777
42588,2602470,Spring Valley Mine,M,Surface,Active,10/21/2009,40866,Hau Sun  Ho,50494,Geo Nevada Inc,NV,26,19,Lyon,,Corporation,06/15/2006,M7,M7821,Vacaville CA Field Office,344063,104100,Gold Ore,1041,0,,,,,8,Metal,,,Never Had 103I Status,,N,,4,10,1,0,3,N,119.637777,39.24,,,,,,0,N,N,N,N,N,330,"From office take I-80 EAST to Reno, NV, take 395 to Carson City, take 50 East TO HWY 341, TRAVEL NORTH 1.7 MILES TO DIRT ROAD ON RIGHT. Follow dirt road TO MINE. THE pond is visible from the road.",MOUNDHOUSE,-119.637777
42716,2602601,Stormy Claim Mine Site,M,Surface,Intermittent,05/18/2010,61789,Michael S  Pasek,73746,Dig M Excavation Services Inc,NV,26,33,White Pine,,Corporation,07/20/2006,M7,M7851,Elko NV Field Office,,104100,Gold Ore,1041,0,,,,,8,Metal,,,,,N,,5,8,1,0,1,N,114.888611,39.2475,,,,,,0,N,N,N,N,N,230,"Hwy 50 approximately 42 iles SE of Ely, NV Osceola Exit, 2 1/2 miles of dirt road to Hogum, NV ",Ely,-114.888611
41463,2601030,Denton-Rawhide Mine,M,Surface,Active,09/26/2011,97213,Rawhide Acquisition Holding LLC,L11157,Rawhide Mining LLC,NV,26,21,Mineral,2,Other,06/30/1989,M7,M7841,Henderson NV Field Office,350391,104100,Gold Ore,1041,0,104400,Silver Ore,1044,0,8,Metal,8,Metal,,,N,,5,8,1,0,9,N,118.786388,39.258055,,,,,,5,N,N,N,N,N,120,"55 miles SE of Fallon, NV",Fallon,-118.786388
9435,504569,Sanborne sand and gravel,M,Surface,Abandoned,10/01/2011,71331,Zane  Schmeeckle; Jerry  Miller,L14440,Miller Family Investments,CO,5,93,Park,,Corporation,08/01/1995,M6,M6642,Denver CO Field Office,243009,104100,Gold Ore,1041,0,,,,,8,Metal,,,Never Had 103I Status,,N,,0,,,,,N,106.066388,39.292222,,,,,,0,N,N,N,N,N,100,Hwy 285 West to Fairplay then North on Hwy 9.  Mine entrance 1/4 mile South of the town of Alma.,Alma,-106.066388
9829,504989,Hector Placer Mine,M,Surface,Intermittent,08/01/2011,100951,Mike  London; Todd  Wambolt,118949,"IGWT Mining, Inc.",CO,5,93,Park,,Corporation,07/26/2011,M6,M6642,Denver CO Field Office,328390,104100,Gold Ore,1041,0,,,,,8,Metal,,,,,N,,5,10,1,0,4,N,106.063988,39.300142,,,,,,0,N,N,N,N,N,81,"1/2 mile south of Alma,Co on Highway 9",Alma,-106.063988
5983,404319,Irelan Mine,M,Underground,Abandoned,01/09/2013,106483,Daniel  Mason,125278,HAROLD MASON LIVING TR DTD 9-25-96 AS AMENDED,CA,4,91,Sierra,,Other,09/28/2012,M7,M7821,Vacaville CA Field Office,314797,104100,Gold Ore,1041,0,,,,,8,Metal,,,Never Had 103I Status,,N,,0,,,0,,N,120.828611,39.448056,,VI,,,,0,N,N,N,N,N,140,"I80 EAST TO 49N TO RIDGE RD THROUGH ALLEGHENY, THEN KANAKA TO PLUMBAGO TO LAFAYETTE TO MINNESOTA  FLAT, THROUGH THE LOCKED GATE TO IRELAND MINE ROAD.",ALLEGHENY,-120.828611
5310,401299,Sixteen To One Mine,M,Underground,Active,01/02/2014,M02657,Michael M Miller,L09340,Original Sixteen To One Mine Inc,CA,4,91,Sierra,,Corporation,06/04/1991,M7,M7821,Vacaville CA Field Office,345516,104100,Gold Ore,1041,0,,,,,8,Metal,,,Never Had 103I Status,,N,,5,8,1,0,4,N,120.845556,39.465556,,VI,,,,0,N,N,N,N,N,100,none submitted,Allegheny,-120.845556
5657,403108,RUBY MINE,M,Underground,Active,01/29/2014,105653,North Bay Resources Inc.,124370,"Ruby Gold, Inc.",CA,4,57,Nevada,2,Corporation,07/01/2011,M7,M7821,Vacaville CA Field Office,345762,104100,Gold Ore,1041,0,,,,,8,Metal,,,Never Had 103I Status,,N,,4,10,1,0,5,N,120.848611,39.509444,,VI,,,,0,N,N,N,N,N,190,"I80E to Hwy 49N through Nevada City to Ridge Road (toward Allegheny). At Forest Junctioin, take Plilocene Ridge Road (CR S309) to Galloway Road N toward Downieville, then Forest Road 30W toward mine, 4WD advised.",Downieville,-120.848611
42780,2602672,Big Canyon Mine,M,Surface,Temporarily Idled,01/01/2014,105435,Terrance L  Howard,101025,"TNT Ventures, LLC",NV,26,19,Lyon,,Other,04/21/2009,M7,M7821,Vacaville CA Field Office,260104,104100,Gold Ore,1041,0,,,,,8,Metal,,,Never Had 103I Status,,Y,32,0,0,0,0,0,N,119.753611,39.521667,,,,,,0,N,N,N,N,N,317,South form Hwy I 80 East to Fernley south on Hwy 95A to Campbell Lane west four miles then 1/4 mile on unpaved road and bare left continue 1 mile and bare right for another 1/2 mile to chained gate ( combination to gate is 1911 ) proceed 1 mile to staging area.,Yerrington,-119.753611
42795,2602688,Zanzibar Underground,M,Underground,Abandoned,05/16/2011,70735,Deilmann-Haniel,L03607,JS Redpath Corporation,NV,26,23,Nye,,Corporation,04/07/2011,M7,M7841,Henderson NV Field Office,251335,104100,Gold Ore,1041,0,,,,,8,Metal,,,Never Had 103I Status,,N,,0,0,0,0,0,N,119.761111,39.524722,,,,,,0,N,N,N,N,N,320,"20 miles north of Round Mountain, NV. From the intersection of State Route 376 and the Northumberland Mine Road, travel East 16 miles.",Kingston,-119.761111
7472,405856,Triple Pocket Mine,M,Underground,Active,01/29/2014,106941,Fred H.  Anderson,125733,Fred Anderson,CA,4,91,Sierra,,Sole Proprietor,10/10/2012,M7,M7821,Vacaville CA Field Office,310484,104100,Gold Ore,1041,0,,,,,8,Metal,,,Never Had 103I Status,,N,,1,8,1,0,1,N,120.832778,39.545,,VI,,,,0,N,N,N,N,N,140,"I80E to SR 49N through San Juan to ridge Rd. (ti Allegheny) At Forest jctn, take Pliocene Rdg Rd. to Henness Pass to Galloway Rd. to NF30. Take 2nd right turn after Lawry Sahft follow approxiamtely 2.5 mi to mine in Slug Cyn",Downieville,-120.832778
42813,2602708,Mary Ann Canyon,M,Surface,Abandoned,09/17/2013,102947,Patrick M  Pizzoferrato Jr,121068,Kapacke Mining LLC,NV,26,33,White Pine,,Other,12/16/2011,M7,M7851,Elko NV Field Office,327421,104100,Gold Ore,1041,0,,,,,8,Metal,,,Never Had 103I Status,,N,,0,,,0,0,N,114.809166,39.57,,,,,,0,N,N,N,N,N,215,From Ely Nevada take Great Basin Hwy towards Utah continue on Hwy 50 to the Oceola turn off. Yellow 40 x 40 warehouse about 1 mile on dirt road.,Ely,-114.809166
7439,405820,Old Smith Family Mine,M,Underground,Abandoned,05/13/2011,99593,Ernie Paul  Peachay,117625,Ernie Peachay,CA,4,91,Sierra,,Sole Proprietor,04/07/2011,M7,M7821,Vacaville CA Field Office,,104100,Gold Ore,1041,0,,,,,8,Metal,,,Never Had 103I Status,,N,,0,0,0,0,0,N,120.782222,39.603611,,VI,,,,0,N,N,N,N,N,140,I 80E to hwy 49N through Nevada city to Downieville. Take Main St through Downiville to the end. Take Lavezzola Rd 2.5 miles to Second Devide Trail. There is a green gate on the right.  The mine is 300' down past the gate.,Downieville,-120.782222
6763,405100,TELEGRAPH MINE,M,Underground,Abandoned,01/02/2013,44431,Patrick A  Fagen,131433,Sierra Mining LLC,CA,4,91,Sierra,,Other,08/26/2013,M7,M7821,Vacaville CA Field Office,309238,104100,Gold Ore,1041,0,,,,,8,Metal,,,Never Had 103I Status,,N,,0,0,0,0,0,N,120.867778,39.618889,,VI,,,,0,N,N,N,N,N,150,"I80E to Hwy 49N through Nevada City approx 1/4 mi W of Downieville, turn N on Saddleback Rd./ CR 509, follow aprx 7 1/2 miles to mine beafore junction with Eureka Mine Rd/ crossing over GoodYears Ck. 4WD advised.",Downieville,-120.867778
42783,2602675,327 Apex Mine,M,Underground,Abandoned,01/30/2014,91693,Daniel C  Sheppard; Alan R  Day,108345,"Lake Mountain Mining, LLC",NV,26,31,Washoe,,Other,01/20/2010,M7,M7821,Vacaville CA Field Office,325887,104100,Gold Ore,1041,0,,,,,8,Metal,,,Never Had 103I Status,,N,,0,0,0,0,0,N,119.285556,39.633889,,VI,,,,0,N,N,N,N,N,250,"Travel approx 2 miles north on Hwy, 447 out of Wadsworth, Nevada.  Turn west on Olinghouse Rd.",Wadsworth,-119.285556
9830,504991,Hukill Gulch Millsite,M,Facility,Abandoned,04/17/2012,102005,Patrick D  Maher; Ryan J  McHale,120008,Venture Resources Inc,CO,5,19,Clear Creek,,Corporation,09/26/2011,M6,M6642,Denver CO Field Office,,104100,Gold Ore,1041,0,104400,Silver Ore,1044,0,8,Metal,8,Metal,Never Had 103I Status,,N,,0,,,,,N,105.610555,39.775833,,,,,,0,N,N,N,N,N,40,From Idaho Springs go North on County Rd 279/Virginia Canyon Rd. Becomes (two brothers Road) Then after about 1 mile go left South onto Mill Lane. Mill is located about 1 mile down the road.,Idaho Springs,-105.610555
9761,504917,S P Chase Partner Newcomb,M,Underground,NonProducing,03/28/2014,78553,Albert J  Barnhard,93445,Barnhard Mining Company LLC,CO,5,47,Gilpin,,Other,08/18/2008,M6,M6642,Denver CO Field Office,350073,104100,Gold Ore,1041,0,104400,Silver Ore,1044,0,8,Metal,8,Metal,Never Had 103I Status,,N,,5,,,0,4,N,105.505,39.783056,,VI,,,,0,N,N,N,N,N,40,From Central City Take Co Rd 279 SW to Lower Russell Gulch Rd turn left 1/2 mile to Missouri Flats Road Turn Left go East 2.5 miles,Central City,-105.505
42427,2602307,Ruby Hill Mine,M,Surface,Active,06/20/2005,M06246,Barrick Gold Corp,L07233,Homestake Mining Company Of California,NV,26,11,Eureka,,Corporation,01/01/1997,M7,M7851,Elko NV Field Office,347474,104100,Gold Ore,1041,0,104400,Silver Ore,1044,0,8,Metal,8,Metal,Never Had 103I Status,,N,,7,10,2,2,124,N,116.135833,39.8775,,,,,,0,N,N,N,N,N,124,"Travel west trhough Ely, NV on Hwy 50 for 8 miles. Turn left at Ruth, NV exit.  Stay straight on this road, leads to mine.",Eureka,-116.135833
7950,502730,Consolidated Caribou District,M,Underground,Abandoned,08/03/2013,M12805,Calais Resources Inc,L16746,Calais Resources Company,CO,5,13,Boulder,2,Other,09/01/1998,M6,M6642,Denver CO Field Office,50273005503,104100,Gold Ore,1041,0,104400,Silver Ore,1044,0,8,Metal,8,Metal,Never Had 103I Status,,N,,0,0,0,0,0,N,105.566388,39.975555,,,,,,0,N,N,N,N,N,30,4.4 miles from Nederland Co on Caribou Rd ,Nederland,-105.566388
66914,4202593,Alvarado Mine,M,Underground,Abandoned,06/04/2013,M04726,Moeller William D,L14525,Clifton Mining Company,UT,42,45,Tooele,,Corporation,07/10/2012,M6,M6851,Salt Lake City UT Field Office,299718,104100,Gold Ore,1041,0,,,,,8,Metal,,,Never Had 103I Status,,N,,0,,,,,N,113.829722,40.166388,,,,,,0,N,N,N,N,N,177,"from Gold Hill main crossroad, turn North travel .5 mile, turn East travel .75 mile, mine is on the right of road",Gold Hill,-113.829722
42840,2602738,Coeur Rochester - Lovelock,M,Surface,Abandoned,03/18/2014,70511,Jerry Dale  Jones; Rowdy Ellis  Olds,83566,"JCR Development, LLC",NV,26,27,Pershing,,Other,02/01/2013,M7,M7851,Elko NV Field Office,349617,104100,Gold Ore,1041,0,104400,Silver Ore,1044,0,8,Metal,8,Metal,Never Had 103I Status,,N,,0,0,0,0,0,N,118.473611,40.179444,,,,,,0,N,N,N,N,N,250,"26 Miles NE of Lovelock, NV exit 119 off I-80",Lovelock,-118.473611
42768,2602657,Relief Canyon Mine,M,Surface,Abandoned,06/13/2012,79913,Firstgold Corporation,94905,Firstgold Corp.,NV,26,27,Pershing,,Corporation,09/15/2008,M7,M7851,Elko NV Field Office,218922,104100,Gold Ore,1041,0,,,,,8,Metal,,,Never Had 103I Status,,N,,0,0,0,0,0,N,118.365555,40.241666,,,,,,0,N,N,N,N,N,100,"12 miles east of exit 112, I80 east",Lovelock,-118.365555
42797,2602691,Fire Creek,M,Underground,Active,08/01/2011,107041,Klondex Mines Ltd,125873,Klondex Gold and Silver Mining Co.,NV,26,15,Lander,,Corporation,11/13/2012,M7,M7851,Elko NV Field Office,350136,104100,Gold Ore,1041,0,,,,,8,Metal,,,Never Had 103I Status,,N,,7,12,2,0,26,N,116.577778,40.456944,,VI,,,,2,N,N,N,N,N,80,I-80 West to Beowawe/Crescent Valley exit.  Turn left on Hwy 360 follow Rd approx 24 miles.  There is a Road off to the right its 10th st.  Turn and follow approx 5 miles to mine.,Cresent Valley,-116.577778
66382,4202040,Kennecott Barneys Canyon Mining,M,Surface,Active,09/18/1989,M01812,Rio Tinto Group,L11257,Kennecott Barneys Canyon Mining,UT,42,35,Salt Lake,,Corporation,06/30/1989,M6,M6851,Salt Lake City UT Field Office,323657,104100,Gold Ore,1041,0,,,,,8,Metal,,,Never Had 103I Status,,N,,5,10,1,0,141,N,112.086388,40.499166,,,,,,0,N,N,N,N,N,20,4 miles north of Bingham,Bingham,-112.086388
42689,2602572,Black Rock Canyon,M,Surface,Intermittent,01/03/2011,44877,Pacific Gold Corporation,66284,Nevada Rae Gold,NV,26,15,Lander,,Corporation,09/29/2005,M7,M7851,Elko NV Field Office,340288,104100,Gold Ore,1041,0,,,,,8,Metal,,,,,N,,5,10,1,1,4,N,116.524722,40.511388,,,,,,0,N,N,N,N,N,70,one mile south of town of cresent valley on west side of hwy 306,Crescent Valley,-116.524722
41422,2600827,Barrick Cortez Inc.,M,Surface,Active,09/27/1988,M06246,Barrick Gold Corp,120768,Barrick Cortez Inc.,NV,26,15,Lander,,Corporation,01/17/2012,M7,M7851,Elko NV Field Office,350596,104100,Gold Ore,1041,0,,,,,8,Metal,,,,,N,,7,12,2,2,927,N,116.372222,40.545277,,,,,,0,N,N,N,N,N,84,Go West from ELko 41 miles to the Beowawe exit #261. Drive south on highway 306 through Beowawe and Crescent Valley to the mine approximately 30 miles to the mine.,Crescent valley,-116.372222
42690,2602573,Barrick Cortez Underground,M,Underground,Active,12/09/2008,M06246,Barrick Gold Corp,120768,Barrick Cortez Inc.,NV,26,15,Lander,,Corporation,01/17/2012,M7,M7851,Elko NV Field Office,350601,104100,Gold Ore,1041,0,,,,,8,Metal,,,Never Had 103I Status,,N,,7,12,2,2,302,N,116.372222,40.545278,,VI,0,,,0,N,N,N,N,Y,110,"Take I-80 west to the Bewawe crescent Valley exit turn south and go thru Crescent Valley approximately 16 miles south turn at the SMD sign, go 7 miles to the guard shack, ask for excort to the SMD project.",Cresent Valley,-116.372222
